# RTF-Densities and RTF-fields
#     r     Pf_p     Pf_n     rhov_p     rhov_n     Sigma     Omega     Rho     Coulomb     Ef_p     Ef_n
    0.52900E+01    0.54350E+00    0.67469E+00    0.70567E-09    0.13499E-08    0.10827E-03    0.44139E-05   -0.33927E-06    0.81681E-03    0.71277E-03   -0.10327E-03
    0.53000E+01    0.53968E+00    0.67002E+00    0.69089E-09    0.13220E-08    0.10532E-03    0.42345E-05   -0.32579E-06    0.81527E-03    0.71402E-03   -0.10052E-03
    0.53100E+01    0.53589E+00    0.66538E+00    0.67642E-09    0.12948E-08    0.10244E-03    0.40623E-05   -0.31285E-06    0.81373E-03    0.71519E-03   -0.97833E-04
    0.53200E+01    0.53212E+00    0.66077E+00    0.66225E-09    0.12681E-08    0.99651E-04    0.38970E-05   -0.30041E-06    0.81220E-03    0.71630E-03   -0.95221E-04
    0.53300E+01    0.52838E+00    0.65619E+00    0.64838E-09    0.12419E-08    0.96935E-04    0.37385E-05   -0.28847E-06    0.81068E-03    0.71734E-03   -0.92678E-04
    0.53400E+01    0.52467E+00    0.65165E+00    0.63480E-09    0.12163E-08    0.94293E-04    0.35864E-05   -0.27701E-06    0.80916E-03    0.71832E-03   -0.90203E-04
    0.53500E+01    0.52098E+00    0.64713E+00    0.62151E-09    0.11912E-08    0.91723E-04    0.34406E-05   -0.26601E-06    0.80765E-03    0.71924E-03   -0.87793E-04
    0.53600E+01    0.51731E+00    0.64265E+00    0.60849E-09    0.11666E-08    0.89224E-04    0.33007E-05   -0.25544E-06    0.80614E-03    0.72010E-03   -0.85448E-04
    0.53700E+01    0.51368E+00    0.63820E+00    0.59575E-09    0.11425E-08    0.86794E-04    0.31666E-05   -0.24530E-06    0.80464E-03    0.72091E-03   -0.83165E-04
    0.53800E+01    0.51007E+00    0.63378E+00    0.58327E-09    0.11189E-08    0.84430E-04    0.30380E-05   -0.23556E-06    0.80314E-03    0.72165E-03   -0.80942E-04
    0.53900E+01    0.50648E+00    0.62939E+00    0.57106E-09    0.10959E-08    0.82131E-04    0.29146E-05   -0.22622E-06    0.80165E-03    0.72235E-03   -0.78779E-04
    0.54000E+01    0.50292E+00    0.62503E+00    0.55910E-09    0.10732E-08    0.79894E-04    0.27962E-05   -0.21724E-06    0.80017E-03    0.72299E-03   -0.76672E-04
    0.54100E+01    0.49938E+00    0.62070E+00    0.54739E-09    0.10511E-08    0.77719E-04    0.26826E-05   -0.20862E-06    0.79869E-03    0.72358E-03   -0.74622E-04
    0.54200E+01    0.49587E+00    0.61640E+00    0.53592E-09    0.10294E-08    0.75602E-04    0.25736E-05   -0.20033E-06    0.79721E-03    0.72412E-03   -0.72626E-04
    0.54300E+01    0.49239E+00    0.61213E+00    0.52470E-09    0.10082E-08    0.73544E-04    0.24690E-05   -0.19238E-06    0.79575E-03    0.72461E-03   -0.70683E-04
    0.54400E+01    0.48892E+00    0.60789E+00    0.51371E-09    0.98736E-09    0.71542E-04    0.23686E-05   -0.18474E-06    0.79428E-03    0.72505E-03   -0.68791E-04
    0.54500E+01    0.48549E+00    0.60368E+00    0.50295E-09    0.96699E-09    0.69595E-04    0.22724E-05   -0.17741E-06    0.79282E-03    0.72545E-03   -0.66951E-04
    0.54600E+01    0.48207E+00    0.59950E+00    0.49241E-09    0.94703E-09    0.67701E-04    0.21801E-05   -0.17037E-06    0.79137E-03    0.72581E-03   -0.65159E-04
    0.54700E+01    0.47868E+00    0.59535E+00    0.48210E-09    0.92749E-09    0.65859E-04    0.20916E-05   -0.16361E-06    0.78993E-03    0.72612E-03   -0.63415E-04
    0.54800E+01    0.47532E+00    0.59123E+00    0.47200E-09    0.90835E-09    0.64067E-04    0.20068E-05   -0.15712E-06    0.78848E-03    0.72639E-03   -0.61717E-04
    0.54900E+01    0.47198E+00    0.58713E+00    0.46211E-09    0.88960E-09    0.62325E-04    0.19253E-05   -0.15089E-06    0.78705E-03    0.72662E-03   -0.60065E-04
    0.55000E+01    0.46866E+00    0.58306E+00    0.45244E-09    0.87124E-09    0.60630E-04    0.18472E-05   -0.14491E-06    0.78562E-03    0.72681E-03   -0.58456E-04
    0.55100E+01    0.46536E+00    0.57902E+00    0.44296E-09    0.85326E-09    0.58981E-04    0.17722E-05   -0.13916E-06    0.78419E-03    0.72696E-03   -0.56891E-04
    0.55200E+01    0.46209E+00    0.57501E+00    0.43368E-09    0.83565E-09    0.57377E-04    0.17003E-05   -0.13364E-06    0.78277E-03    0.72707E-03   -0.55367E-04
    0.55300E+01    0.45884E+00    0.57103E+00    0.42460E-09    0.81840E-09    0.55816E-04    0.16312E-05   -0.12834E-06    0.78135E-03    0.72715E-03   -0.53883E-04
    0.55400E+01    0.45561E+00    0.56707E+00    0.41570E-09    0.80151E-09    0.54299E-04    0.15650E-05   -0.12325E-06    0.77994E-03    0.72720E-03   -0.52439E-04
    0.55500E+01    0.45241E+00    0.56314E+00    0.40699E-09    0.78497E-09    0.52823E-04    0.15015E-05   -0.11836E-06    0.77854E-03    0.72721E-03   -0.51034E-04
    0.55600E+01    0.44923E+00    0.55924E+00    0.39847E-09    0.76877E-09    0.51387E-04    0.14406E-05   -0.11367E-06    0.77714E-03    0.72718E-03   -0.49666E-04
    0.55700E+01    0.44607E+00    0.55537E+00    0.39012E-09    0.75290E-09    0.49990E-04    0.13822E-05   -0.10917E-06    0.77574E-03    0.72713E-03   -0.48335E-04
    0.55800E+01    0.44293E+00    0.55152E+00    0.38195E-09    0.73736E-09    0.48632E-04    0.13261E-05   -0.10484E-06    0.77435E-03    0.72704E-03   -0.47039E-04
    0.55900E+01    0.43982E+00    0.54770E+00    0.37395E-09    0.72214E-09    0.47311E-04    0.12724E-05   -0.10069E-06    0.77296E-03    0.72693E-03   -0.45778E-04
    0.56000E+01    0.43673E+00    0.54391E+00    0.36612E-09    0.70724E-09    0.46026E-04    0.12208E-05   -0.96699E-07    0.77158E-03    0.72678E-03   -0.44551E-04
    0.56100E+01    0.43366E+00    0.54014E+00    0.35845E-09    0.69264E-09    0.44776E-04    0.11713E-05   -0.92867E-07    0.77021E-03    0.72661E-03   -0.43356E-04
    0.56200E+01    0.43061E+00    0.53640E+00    0.35094E-09    0.67834E-09    0.43559E-04    0.11238E-05   -0.89186E-07    0.76884E-03    0.72641E-03   -0.42193E-04
    0.56300E+01    0.42758E+00    0.53268E+00    0.34359E-09    0.66434E-09    0.42376E-04    0.10782E-05   -0.85651E-07    0.76747E-03    0.72618E-03   -0.41061E-04
    0.56400E+01    0.42457E+00    0.52899E+00    0.33639E-09    0.65062E-09    0.41225E-04    0.10345E-05   -0.82257E-07    0.76611E-03    0.72593E-03   -0.39959E-04
    0.56500E+01    0.42159E+00    0.52532E+00    0.32934E-09    0.63719E-09    0.40106E-04    0.99252E-06   -0.78998E-07    0.76475E-03    0.72566E-03   -0.38887E-04
    0.56600E+01    0.41862E+00    0.52168E+00    0.32244E-09    0.62404E-09    0.39017E-04    0.95230E-06   -0.75869E-07    0.76340E-03    0.72536E-03   -0.37844E-04
    0.56700E+01    0.41568E+00    0.51807E+00    0.31569E-09    0.61116E-09    0.37958E-04    0.91372E-06   -0.72865E-07    0.76206E-03    0.72503E-03   -0.36828E-04
    0.56800E+01    0.41275E+00    0.51448E+00    0.30908E-09    0.59854E-09    0.36928E-04    0.87671E-06   -0.69981E-07    0.76071E-03    0.72468E-03   -0.35840E-04
    0.56900E+01    0.40985E+00    0.51091E+00    0.30260E-09    0.58619E-09    0.35926E-04    0.84121E-06   -0.67212E-07    0.75938E-03    0.72431E-03   -0.34878E-04
    0.57000E+01    0.40697E+00    0.50737E+00    0.29626E-09    0.57409E-09    0.34951E-04    0.80714E-06   -0.64551E-07    0.75804E-03    0.72392E-03   -0.33942E-04
    0.57100E+01    0.40411E+00    0.50386E+00    0.29006E-09    0.56224E-09    0.34002E-04    0.77444E-06   -0.61996E-07    0.75672E-03    0.72351E-03   -0.33031E-04
    0.57200E+01    0.40127E+00    0.50037E+00    0.28398E-09    0.55063E-09    0.33080E-04    0.74306E-06   -0.59541E-07    0.75539E-03    0.72308E-03   -0.32144E-04
    0.57300E+01    0.39844E+00    0.49690E+00    0.27803E-09    0.53926E-09    0.32182E-04    0.71295E-06   -0.57183E-07    0.75407E-03    0.72263E-03   -0.31281E-04
    0.57400E+01    0.39564E+00    0.49346E+00    0.27221E-09    0.52813E-09    0.31309E-04    0.68407E-06   -0.54918E-07    0.75276E-03    0.72216E-03   -0.30440E-04
    0.57500E+01    0.39286E+00    0.49004E+00    0.26650E-09    0.51723E-09    0.30460E-04    0.65636E-06   -0.52745E-07    0.75145E-03    0.72168E-03   -0.29623E-04
    0.57600E+01    0.39010E+00    0.48664E+00    0.26092E-09    0.50655E-09    0.29634E-04    0.62979E-06   -0.50657E-07    0.75015E-03    0.72117E-03   -0.28827E-04
    0.57700E+01    0.38735E+00    0.48327E+00    0.25546E-09    0.49609E-09    0.28830E-04    0.60430E-06   -0.48654E-07    0.74885E-03    0.72065E-03   -0.28053E-04
    0.57800E+01    0.38463E+00    0.47992E+00    0.25010E-09    0.48585E-09    0.28049E-04    0.57985E-06   -0.46729E-07    0.74755E-03    0.72011E-03   -0.27300E-04
    0.57900E+01    0.38193E+00    0.47660E+00    0.24487E-09    0.47582E-09    0.27289E-04    0.55639E-06   -0.44882E-07    0.74626E-03    0.71956E-03   -0.26566E-04
    0.58000E+01    0.37924E+00    0.47329E+00    0.23974E-09    0.46600E-09    0.26549E-04    0.53388E-06   -0.43107E-07    0.74497E-03    0.71899E-03   -0.25853E-04
    0.58100E+01    0.37657E+00    0.47001E+00    0.23471E-09    0.45638E-09    0.25829E-04    0.51228E-06   -0.41402E-07    0.74369E-03    0.71841E-03   -0.25158E-04
    0.58200E+01    0.37392E+00    0.46676E+00    0.22980E-09    0.44696E-09    0.25129E-04    0.49154E-06   -0.39764E-07    0.74241E-03    0.71781E-03   -0.24482E-04
    0.58300E+01    0.37129E+00    0.46352E+00    0.22498E-09    0.43773E-09    0.24448E-04    0.47164E-06   -0.38190E-07    0.74114E-03    0.71720E-03   -0.23824E-04
    0.58400E+01    0.36868E+00    0.46031E+00    0.22027E-09    0.42869E-09    0.23786E-04    0.45256E-06   -0.36680E-07    0.73987E-03    0.71657E-03   -0.23183E-04
    0.58500E+01    0.36609E+00    0.45712E+00    0.21565E-09    0.41984E-09    0.23141E-04    0.43425E-06   -0.35229E-07    0.73860E-03    0.71593E-03   -0.22560E-04
    0.58600E+01    0.36352E+00    0.45395E+00    0.21114E-09    0.41117E-09    0.22514E-04    0.41668E-06   -0.33836E-07    0.73734E-03    0.71528E-03   -0.21954E-04
    0.58700E+01    0.36096E+00    0.45081E+00    0.20671E-09    0.40268E-09    0.21905E-04    0.39984E-06   -0.32499E-07    0.73609E-03    0.71462E-03   -0.21364E-04
    0.58800E+01    0.35842E+00    0.44768E+00    0.20238E-09    0.39437E-09    0.21311E-04    0.38368E-06   -0.31215E-07    0.73483E-03    0.71394E-03   -0.20790E-04
    0.58900E+01    0.35590E+00    0.44458E+00    0.19814E-09    0.38623E-09    0.20734E-04    0.36817E-06   -0.29982E-07    0.73359E-03    0.71326E-03   -0.20231E-04
    0.59000E+01    0.35340E+00    0.44150E+00    0.19399E-09    0.37825E-09    0.20173E-04    0.35330E-06   -0.28797E-07    0.73234E-03    0.71256E-03   -0.19687E-04
    0.59100E+01    0.35091E+00    0.43844E+00    0.18993E-09    0.37044E-09    0.19627E-04    0.33901E-06   -0.27659E-07    0.73110E-03    0.71185E-03   -0.19158E-04
    0.59200E+01    0.34844E+00    0.43540E+00    0.18595E-09    0.36280E-09    0.19095E-04    0.32531E-06   -0.26566E-07    0.72987E-03    0.71114E-03   -0.18642E-04
    0.59300E+01    0.34599E+00    0.43238E+00    0.18205E-09    0.35530E-09    0.18578E-04    0.31215E-06   -0.25516E-07    0.72864E-03    0.71041E-03   -0.18141E-04
    0.59400E+01    0.34356E+00    0.42939E+00    0.17824E-09    0.34797E-09    0.18075E-04    0.29953E-06   -0.24507E-07    0.72741E-03    0.70967E-03   -0.17653E-04
    0.59500E+01    0.34114E+00    0.42641E+00    0.17450E-09    0.34078E-09    0.17586E-04    0.28743E-06   -0.23539E-07    0.72619E-03    0.70893E-03   -0.17178E-04
    0.59600E+01    0.33875E+00    0.42346E+00    0.17085E-09    0.33375E-09    0.17110E-04    0.27582E-06   -0.22609E-07    0.72497E-03    0.70817E-03   -0.16716E-04
    0.59700E+01    0.33636E+00    0.42052E+00    0.16727E-09    0.32686E-09    0.16647E-04    0.26468E-06   -0.21716E-07    0.72375E-03    0.70741E-03   -0.16267E-04
    0.59800E+01    0.33400E+00    0.41761E+00    0.16376E-09    0.32011E-09    0.16197E-04    0.25399E-06   -0.20859E-07    0.72254E-03    0.70664E-03   -0.15829E-04
    0.59900E+01    0.33165E+00    0.41471E+00    0.16033E-09    0.31350E-09    0.15759E-04    0.24374E-06   -0.20036E-07    0.72134E-03    0.70586E-03   -0.15403E-04
    0.60000E+01    0.32932E+00    0.41184E+00    0.15698E-09    0.30703E-09    0.15333E-04    0.23390E-06   -0.19245E-07    0.72013E-03    0.70507E-03   -0.14989E-04
    0.60100E+01    0.32700E+00    0.40899E+00    0.15369E-09    0.30069E-09    0.14918E-04    0.22446E-06   -0.18485E-07    0.71894E-03    0.70428E-03   -0.14586E-04
    0.60200E+01    0.32470E+00    0.40615E+00    0.15047E-09    0.29448E-09    0.14514E-04    0.21539E-06   -0.17755E-07    0.71774E-03    0.70348E-03   -0.14193E-04
    0.60300E+01    0.32242E+00    0.40334E+00    0.14731E-09    0.28840E-09    0.14122E-04    0.20669E-06   -0.17054E-07    0.71655E-03    0.70267E-03   -0.13811E-04
    0.60400E+01    0.32015E+00    0.40054E+00    0.14423E-09    0.28244E-09    0.13740E-04    0.19835E-06   -0.16381E-07    0.71536E-03    0.70186E-03   -0.13440E-04
    0.60500E+01    0.31790E+00    0.39776E+00    0.14121E-09    0.27661E-09    0.13368E-04    0.19034E-06   -0.15734E-07    0.71418E-03    0.70104E-03   -0.13078E-04
    0.60600E+01    0.31566E+00    0.39501E+00    0.13825E-09    0.27090E-09    0.13007E-04    0.18266E-06   -0.15113E-07    0.71300E-03    0.70022E-03   -0.12726E-04
    0.60700E+01    0.31344E+00    0.39227E+00    0.13535E-09    0.26531E-09    0.12655E-04    0.17529E-06   -0.14517E-07    0.71183E-03    0.69939E-03   -0.12384E-04
    0.60800E+01    0.31124E+00    0.38955E+00    0.13252E-09    0.25983E-09    0.12313E-04    0.16822E-06   -0.13944E-07    0.71066E-03    0.69855E-03   -0.12050E-04
    0.60900E+01    0.30905E+00    0.38685E+00    0.12974E-09    0.25446E-09    0.11981E-04    0.16144E-06   -0.13394E-07    0.70949E-03    0.69771E-03   -0.11726E-04
    0.61000E+01    0.30688E+00    0.38417E+00    0.12702E-09    0.24921E-09    0.11657E-04    0.15493E-06   -0.12866E-07    0.70833E-03    0.69686E-03   -0.11410E-04
    0.61100E+01    0.30472E+00    0.38151E+00    0.12436E-09    0.24406E-09    0.11342E-04    0.14869E-06   -0.12359E-07    0.70717E-03    0.69601E-03   -0.11103E-04
    0.61200E+01    0.30257E+00    0.37886E+00    0.12175E-09    0.23902E-09    0.11035E-04    0.14269E-06   -0.11871E-07    0.70601E-03    0.69516E-03   -0.10804E-04
    0.61300E+01    0.30045E+00    0.37624E+00    0.11920E-09    0.23409E-09    0.10737E-04    0.13693E-06   -0.11403E-07    0.70486E-03    0.69430E-03   -0.10513E-04
    0.61400E+01    0.29833E+00    0.37363E+00    0.11671E-09    0.22925E-09    0.10447E-04    0.13141E-06   -0.10953E-07    0.70371E-03    0.69343E-03   -0.10230E-04
    0.61500E+01    0.29623E+00    0.37104E+00    0.11426E-09    0.22452E-09    0.10165E-04    0.12611E-06   -0.10521E-07    0.70257E-03    0.69256E-03   -0.99549E-05
    0.61600E+01    0.29415E+00    0.36847E+00    0.11187E-09    0.21988E-09    0.98904E-05    0.12103E-06   -0.10106E-07    0.70143E-03    0.69169E-03   -0.96869E-05
    0.61700E+01    0.29208E+00    0.36592E+00    0.10952E-09    0.21534E-09    0.96233E-05    0.11616E-06   -0.97079E-08    0.70029E-03    0.69082E-03   -0.94261E-05
    0.61800E+01    0.29003E+00    0.36338E+00    0.10723E-09    0.21090E-09    0.93635E-05    0.11148E-06   -0.93254E-08    0.69916E-03    0.68994E-03   -0.91723E-05
    0.61900E+01    0.28799E+00    0.36086E+00    0.10498E-09    0.20654E-09    0.91107E-05    0.10699E-06   -0.89581E-08    0.69803E-03    0.68906E-03   -0.89254E-05
    0.62000E+01    0.28596E+00    0.35836E+00    0.10278E-09    0.20228E-09    0.88648E-05    0.10268E-06   -0.86052E-08    0.69690E-03    0.68817E-03   -0.86851E-05
    0.62100E+01    0.28395E+00    0.35588E+00    0.10063E-09    0.19810E-09    0.86255E-05    0.98547E-07   -0.82661E-08    0.69578E-03    0.68729E-03   -0.84512E-05
    0.62200E+01    0.28195E+00    0.35341E+00    0.98521E-10    0.19401E-09    0.83926E-05    0.94577E-07   -0.79402E-08    0.69466E-03    0.68640E-03   -0.82235E-05
    0.62300E+01    0.27997E+00    0.35096E+00    0.96457E-10    0.19000E-09    0.81661E-05    0.90768E-07   -0.76273E-08    0.69354E-03    0.68550E-03   -0.80020E-05
    0.62400E+01    0.27800E+00    0.34853E+00    0.94436E-10    0.18608E-09    0.79456E-05    0.87112E-07   -0.73267E-08    0.69243E-03    0.68461E-03   -0.77865E-05
    0.62500E+01    0.27605E+00    0.34611E+00    0.92457E-10    0.18224E-09    0.77312E-05    0.83605E-07   -0.70380E-08    0.69132E-03    0.68371E-03   -0.75767E-05
    0.62600E+01    0.27411E+00    0.34371E+00    0.90520E-10    0.17847E-09    0.75226E-05    0.80241E-07   -0.67608E-08    0.69022E-03    0.68281E-03   -0.73726E-05
    0.62700E+01    0.27218E+00    0.34133E+00    0.88623E-10    0.17479E-09    0.73197E-05    0.77013E-07   -0.64947E-08    0.68912E-03    0.68191E-03   -0.71741E-05
    0.62800E+01    0.27026E+00    0.33896E+00    0.86767E-10    0.17118E-09    0.71222E-05    0.73917E-07   -0.62391E-08    0.68802E-03    0.68101E-03   -0.69808E-05
    0.62900E+01    0.26836E+00    0.33662E+00    0.84949E-10    0.16765E-09    0.69301E-05    0.70945E-07   -0.59935E-08    0.68693E-03    0.68010E-03   -0.67928E-05
    0.63000E+01    0.26648E+00    0.33428E+00    0.83169E-10    0.16418E-09    0.67432E-05    0.68093E-07   -0.57577E-08    0.68584E-03    0.67919E-03   -0.66098E-05
    0.63100E+01    0.26460E+00    0.33197E+00    0.81427E-10    0.16079E-09    0.65614E-05    0.65355E-07   -0.55310E-08    0.68475E-03    0.67829E-03   -0.64317E-05
    0.63200E+01    0.26274E+00    0.32966E+00    0.79720E-10    0.15747E-09    0.63844E-05    0.62726E-07   -0.53132E-08    0.68367E-03    0.67738E-03   -0.62584E-05
    0.63300E+01    0.26089E+00    0.32738E+00    0.78050E-10    0.15422E-09    0.62122E-05    0.60203E-07   -0.51040E-08    0.68259E-03    0.67646E-03   -0.60898E-05
    0.63400E+01    0.25906E+00    0.32511E+00    0.76415E-10    0.15104E-09    0.60447E-05    0.57783E-07   -0.49031E-08    0.68151E-03    0.67555E-03   -0.59257E-05
    0.63500E+01    0.25723E+00    0.32286E+00    0.74814E-10    0.14792E-09    0.58817E-05    0.55460E-07   -0.47101E-08    0.68044E-03    0.67464E-03   -0.57660E-05
    0.63600E+01    0.25543E+00    0.32062E+00    0.73246E-10    0.14486E-09    0.57231E-05    0.53232E-07   -0.45248E-08    0.67937E-03    0.67373E-03   -0.56106E-05
    0.63700E+01    0.25363E+00    0.31840E+00    0.71712E-10    0.14187E-09    0.55689E-05    0.51094E-07   -0.43469E-08    0.67830E-03    0.67281E-03   -0.54594E-05
    0.63800E+01    0.25185E+00    0.31619E+00    0.70209E-10    0.13894E-09    0.54188E-05    0.49043E-07   -0.41760E-08    0.67724E-03    0.67190E-03   -0.53123E-05
    0.63900E+01    0.25007E+00    0.31400E+00    0.68738E-10    0.13607E-09    0.52728E-05    0.47074E-07   -0.40118E-08    0.67618E-03    0.67098E-03   -0.51692E-05
    0.64000E+01    0.24832E+00    0.31182E+00    0.67298E-10    0.13326E-09    0.51307E-05    0.45185E-07   -0.38541E-08    0.67512E-03    0.67006E-03   -0.50298E-05
    0.64100E+01    0.24657E+00    0.30966E+00    0.65888E-10    0.13051E-09    0.49925E-05    0.43371E-07   -0.37026E-08    0.67407E-03    0.66915E-03   -0.48943E-05
    0.64200E+01    0.24483E+00    0.30751E+00    0.64508E-10    0.12782E-09    0.48579E-05    0.41629E-07   -0.35570E-08    0.67302E-03    0.66823E-03   -0.47623E-05
    0.64300E+01    0.24311E+00    0.30538E+00    0.63156E-10    0.12518E-09    0.47270E-05    0.39958E-07   -0.34171E-08    0.67197E-03    0.66731E-03   -0.46339E-05
    0.64400E+01    0.24140E+00    0.30327E+00    0.61833E-10    0.12259E-09    0.45997E-05    0.38354E-07   -0.32827E-08    0.67092E-03    0.66639E-03   -0.45090E-05
    0.64500E+01    0.23970E+00    0.30116E+00    0.60537E-10    0.12006E-09    0.44758E-05    0.36815E-07   -0.31537E-08    0.66988E-03    0.66547E-03   -0.43874E-05
    0.64600E+01    0.23802E+00    0.29908E+00    0.59269E-10    0.11758E-09    0.43552E-05    0.35339E-07   -0.30297E-08    0.66885E-03    0.66455E-03   -0.42692E-05
    0.64700E+01    0.23634E+00    0.29700E+00    0.58027E-10    0.11515E-09    0.42379E-05    0.33922E-07   -0.29107E-08    0.66781E-03    0.66364E-03   -0.41541E-05
    0.64800E+01    0.23468E+00    0.29494E+00    0.56811E-10    0.11277E-09    0.41238E-05    0.32563E-07   -0.27964E-08    0.66678E-03    0.66272E-03   -0.40421E-05
